N,P,K,temperature,ph,label,rainfall,humidity
36,125,196,37.46566825,6.15526103,grapes,66.83872293,80.65968681
24,131,196,22.03296178,5.732453638,grapes,65.34440794,83.74372787
2,123,198,39.64851881,6.253034534,grapes,70.39906054,82.21079946
35,140,197,16.77557314,6.106190557,grapes,66.76285469,82.75241875
11,122,195,12.14190714,5.647202395,grapes,69.63122027,83.56812483
6,123,203,12.7567962,6.130310493,grapes,66.77844567,81.62497448
17,134,204,39.04071989,6.499604931,grapes,73.88467027,80.18393287
25,130,197,39.70772192,5.554831977,grapes,74.91506217,82.68593454
27,145,205,9.467960445,5.800242694,grapes,66.02765219,82.29335466
9,122,201,29.58748357,5.570290539,grapes,68.06417307,80.91934392
16,139,203,17.82803682,6.27564088,grapes,65.84748763,80.96093443
32,141,204,8.825674745,5.536645599,grapes,67.235765,82.89753705
22,138,195,27.83487131,6.208196881,grapes,73.02882766,83.51444973
31,144,202,11.02105378,5.870600622,grapes,68.23963161,80.55557235
3,136,205,17.5862944,6.334771461,grapes,71.4065452,80.84806564
28,122,197,19.89363946,5.856575335,grapes,69.66256816,82.73366439
4,136,204,29.93707596,5.898944282,grapes,65.52279323,81.77713468
39,145,201,36.73126647,5.775600435,grapes,72.24230804,80.58931938
38,132,197,20.42094753,5.931101816,grapes,66.93065667,81.54185044
36,133,198,25.51939719,6.2286454,grapes,69.17281221,83.98351748
25,121,201,30.50734778,5.594240603,grapes,70.08200379,82.71775569
15,125,199,18.4269936,5.569230319,grapes,69.75734306,80.55625868
24,140,205,12.087022,5.93202852,grapes,68.66813363,83.59398734
13,132,203,23.60115364,6.423216506,grapes,73.23901752,82.48336987
5,126,197,12.80000387,6.417500829,grapes,67.10439401,81.20876367
30,120,200,38.06099482,6.234904253,grapes,65.70148216,82.24729637
23,142,197,39.06555518,6.000573725,grapes,69.30772897,82.03812973
26,135,203,33.78372897,5.685102769,grapes,74.53557341,81.16314317
7,126,203,16.76201707,5.662140095,grapes,73.28712806,82.00335557
32,139,198,35.89307536,6.358186848,grapes,66.53946559,82.66850729
9,141,202,21.01245395,6.119495295,grapes,66.38448261,81.17931863
20,142,196,10.89875873,6.207600783,grapes,68.69420397,80.01639435
32,129,201,16.36251869,6.48754639,grapes,71.55665483,83.00471609
3,134,199,20.28370163,5.81717753,grapes,71.06611222,81.32235739
38,138,204,25.11108456,6.325480034,grapes,73.01026829,83.25447587
14,131,198,33.4641162,5.562790949,grapes,67.92204319,83.86742974
20,122,204,11.7976469,6.487369687,grapes,65.06962486,80.86325389
40,126,201,11.36300891,6.116982944,grapes,71.18289431,80.03100049
36,128,204,25.23542319,5.695792761,grapes,67.03840888,80.68700527
11,132,197,15.99050693,5.734317007,grapes,74.40198861,81.23966573
0,137,195,22.4359017,6.329499832,grapes,65.3973168,80.18612085
19,123,200,34.76086052,6.167013532,grapes,65.70430027,81.03544763
31,136,197,31.11047251,5.653776058,grapes,71.43001582,83.34010951
4,134,200,28.57828803,5.840256272,grapes,73.34232097,80.95628959
39,139,201,41.18664903,5.539980812,grapes,68.68895899,81.01783402
8,127,196,27.02766138,5.833302165,grapes,70.95666003,83.17093908
39,138,203,21.19339319,6.399433771,grapes,74.62834921,82.33098331
32,120,204,10.38004759,6.138958698,grapes,67.3917379,83.44518113
12,142,203,31.3115978,5.972850838,grapes,65.01095312,82.56407013
8,133,195,20.46657776,6.456079585,grapes,71.29813872,80.97598029
8,139,199,29.36947679,6.336426667,grapes,66.13442813,81.53996362
21,134,202,10.72302459,6.425419926,grapes,65.2982112,80.02130636
40,140,195,14.97846952,6.294395676,grapes,71.63437433,80.49979873
39,127,202,15.3246651,6.477768039,grapes,71.60102999,81.67215994
19,120,195,18.73932187,5.931538447,grapes,73.55807954,81.12109244
21,139,201,19.3642553,5.980598579,grapes,67.15094741,83.36094029
17,136,195,41.20733624,6.389783283,grapes,65.90227462,81.61051026
33,139,203,33.34214482,5.693287415,grapes,70.68098614,82.51034633
22,133,201,23.81995682,6.00299607,grapes,67.2739864,80.12211649
32,130,196,40.66012294,6.372959542,grapes,74.03030056,81.24995984
37,135,205,11.82768186,5.510924849,grapes,74.10225057,80.2827185
15,140,195,13.28504331,5.69945282,grapes,65.80006004,83.54193816
39,132,196,35.83089092,5.778594403,grapes,73.67984885,83.32560104
40,121,199,26.18159716,6.315586313,grapes,66.05911698,81.03886263
40,132,202,24.57558351,5.971813006,grapes,69.706113,80.70695797
29,142,203,29.67229086,5.891195653,grapes,66.48490371,83.71498986
32,121,199,39.37102553,6.129812716,grapes,74.08101744,81.25353895
6,140,205,17.66558428,6.313085601,grapes,69.8671263,82.92903419
8,120,196,24.06679352,6.053662544,grapes,69.81855775,82.66396666
34,133,202,15.31413469,5.804799142,grapes,74.82144653,80.09711412
35,135,199,21.77466746,6.400719746,grapes,69.39630398,80.54942557
16,145,199,26.91624843,5.953966361,grapes,69.30927185,80.76838926
8,136,201,41.65602996,5.609255992,grapes,74.19664838,82.22118237
25,129,195,17.98667801,5.777271492,grapes,72.37127689,81.17712085
16,130,201,29.12033769,5.682395429,grapes,68.8503047,82.79092939
39,129,203,34.38922481,5.863996687,grapes,71.03001556,83.18392806
38,135,203,41.36106301,6.444373116,grapes,69.92107482,82.79782954
33,120,205,35.12158265,5.550832178,grapes,69.71518491,82.26890793
35,125,204,19.6491772,6.107741788,grapes,73.69529586,80.15215777
1,132,200,16.27852801,5.620745638,grapes,66.57462809,82.94270065
39,140,203,21.11903604,6.349875906,grapes,69.27779761,80.63399198
28,145,202,19.2077707,6.484323189,grapes,66.83113717,82.9042841
6,128,200,25.96308415,5.838748311,grapes,70.31782647,82.57813624
6,139,199,25.67385024,6.29099842,grapes,74.10919422,81.6212135
29,122,196,41.94865736,5.638328481,grapes,73.06862952,81.15595212
37,144,197,11.18994268,6.415555956,grapes,66.34234944,80.8084305
38,120,197,17.5438296,6.323722572,grapes,73.77063744,82.94703302
38,141,198,13.05809741,5.757009965,grapes,70.75633584,80.28297993
14,121,203,9.724457611,6.158689406,grapes,74.46411148,83.74765639
6,125,204,27.92004934,5.733539807,grapes,69.92092839,82.93262435
32,138,197,9.535585543,5.908724337,grapes,69.44115171,80.73112694
11,124,204,13.42988625,6.361141107,grapes,71.40043037,80.06633966
23,138,200,9.851242629,5.96537863,grapes,68.42802444,80.22631717
40,143,201,24.97256132,6.476757723,grapes,66.70016285,82.72828653
6,142,202,27.23708304,6.224542938,grapes,70.42508897,82.94573346
37,124,195,18.70679077,6.209928251,grapes,66.5964488,83.4795292
35,134,204,9.949929082,5.841138354,grapes,66.00817551,82.55138983
119,25,51,26.47330219,6.283818329,watermelon,53.65742581,80.92254421
119,19,55,25.18780042,6.818261383,watermelon,46.87420883,83.44621709
105,30,50,25.29954705,6.37620108,watermelon,57.04147057,81.77527562
114,8,50,24.74631269,6.581587932,watermelon,57.95826144,88.30866319
93,22,52,26.58740671,6.932739726,watermelon,41.87540028,81.32563243
80,26,55,24.53442564,6.140099215,watermelon,49.11618732,88.989272
85,27,45,26.0713757,6.467095849,watermelon,57.79652846,88.7285657
85,22,53,25.96534238,6.849471704,watermelon,59.46338556,89.77076659
82,22,45,26.22338015,6.512196212,watermelon,54.60159289,85.34866045
118,13,54,24.41311871,6.039584629,watermelon,44.07843475,89.81574032
83,25,53,26.49195283,6.057697106,watermelon,57.72799157,80.04678201
86,15,47,24.04355803,6.423898762,watermelon,53.78929956,84.18406764
101,10,47,25.5421695,6.936997681,watermelon,57.57343233,83.31883376
119,9,50,26.74550678,6.251286661,watermelon,40.794305,83.9195902
104,17,46,25.7131428,6.190015912,watermelon,43.08961827,80.22972777
95,12,51,25.76484262,6.681606702,watermelon,44.22066914,84.1726996
102,14,52,26.79489868,6.51075991,watermelon,57.74091817,89.64815231
109,21,55,24.9004602,6.770278088,watermelon,57.44942094,89.73524177
81,18,50,26.80750629,6.429788073,watermelon,58.79889057,88.22874955
103,17,51,25.11189154,6.209888345,watermelon,44.20656987,80.02621335
105,14,50,26.2148837,6.419052193,watermelon,59.65590798,87.6883982
97,8,52,24.9103226,6.237861736,watermelon,49.48575692,86.97190046
120,19,49,25.79448878,6.762471629,watermelon,56.45229202,84.26830701
95,16,55,25.26931156,6.612847999,watermelon,40.12650421,87.55055105
83,29,52,25.76402693,6.704688865,watermelon,46.05122728,87.5931128
83,9,45,25.85483596,6.049609892,watermelon,46.85176955,89.13163965
91,21,50,24.33528185,6.762030215,watermelon,48.32113628,81.44030363
116,5,54,25.37601283,6.65398725,watermelon,57.23028471,80.99313508
112,28,54,24.86094646,6.738030547,watermelon,55.29563514,85.05318563
88,29,51,24.71885473,6.095689937,watermelon,48.45978627,88.94568335
118,15,45,24.21495706,6.538006356,watermelon,48.01138482,84.20576992
92,21,48,25.81692236,6.377427122,watermelon,54.82963379,82.043255
106,14,45,24.47018505,6.417011754,watermelon,57.26773002,84.16390229
99,5,47,24.13078816,6.649086972,watermelon,51.19470197,84.84494575
98,8,51,26.1793464,6.25933595,watermelon,49.43050977,86.52258079
108,22,46,26.17668721,6.121168559,watermelon,53.33484977,86.7295205
119,7,55,26.03867719,6.031424482,watermelon,44.3993381,84.6378378
117,27,48,26.53259325,6.835268184,watermelon,54.30660782,82.39053979
109,10,53,26.81938687,6.551750306,watermelon,46.06193778,87.8274604
80,16,46,25.50405534,6.940236218,watermelon,48.47833278,81.40297428
100,18,52,26.20234499,6.87606733,watermelon,56.47941847,80.38266489
91,7,53,25.13735887,6.457216535,watermelon,43.52897517,89.28272716
86,6,53,25.92030221,6.921847888,watermelon,42.10681516,83.47202566
107,5,52,26.6634609,6.881425746,watermelon,57.40847165,89.98405233
103,16,49,24.06731461,6.915717008,watermelon,51.75212401,81.64075303
101,20,48,24.6774157,6.206247494,watermelon,57.05709413,82.75411437
85,25,47,26.11440416,6.29542477,watermelon,58.48160844,87.64081095
84,7,51,26.81530456,6.399669044,watermelon,55.74073582,87.65694462
102,28,54,25.15623099,6.862157042,watermelon,55.49541453,80.27525115
98,25,52,25.2801372,6.224066378,watermelon,49.29456609,83.15393658
97,25,50,26.22005978,6.093814669,watermelon,49.08553937,80.90127035
90,16,45,24.92093261,6.291540278,watermelon,50.55710813,80.61750795
95,12,46,26.21667586,6.32281728,watermelon,54.65423596,81.01009354
82,23,49,26.81383586,6.873283991,watermelon,51.70497792,87.21986949
82,25,51,24.31334971,6.074209622,watermelon,48.11248366,87.47409052
110,28,46,24.29105004,6.49889585,watermelon,51.26046418,88.04541346
118,21,51,24.42998931,6.678805092,watermelon,48.58241822,86.33904774
120,20,45,25.66576039,6.114128685,watermelon,54.22722466,88.6984228
91,7,52,25.07803672,6.405054243,watermelon,56.39962921,83.46230461
81,6,55,24.88910524,6.110142735,watermelon,51.70699144,85.87059083
101,13,54,25.42900869,6.828982708,watermelon,56.34144589,82.91481799
101,17,55,24.37118217,6.451499764,watermelon,44.63907691,87.1269128
111,6,53,26.4930645,6.313512999,watermelon,46.06382209,88.59143088
107,10,49,25.83202912,6.755192025,watermelon,45.24690619,89.00481725
115,11,46,24.41592661,6.623167177,watermelon,40.32161859,89.39655519
84,25,52,24.37190239,6.12532356,watermelon,44.20899581,81.2514818
120,7,47,24.24782473,6.653867608,watermelon,54.7657624,83.03687902
91,12,46,24.64458469,6.343942518,watermelon,48.31219031,85.49938185
89,22,52,24.89681131,6.217300786,watermelon,53.14626213,86.10782926
113,19,46,25.41864024,6.286387658,watermelon,49.52320689,81.12122989
97,22,50,26.26028739,6.7698938,watermelon,58.97878791,86.14585891
117,30,50,24.90123934,6.744966312,watermelon,46.59207341,87.20772913
90,14,52,24.84740848,6.391858432,watermelon,59.67927244,89.20454622
104,23,47,26.98212846,6.770434148,watermelon,42.91292205,86.70068316
81,16,45,26.90435747,6.727468157,watermelon,59.75980023,86.25426228
88,5,47,25.86475496,6.662244646,watermelon,41.16554802,86.67468041
92,7,45,26.70607759,6.944640222,watermelon,51.51033554,81.14149505
81,18,50,26.44019475,6.507110986,watermelon,47.81847573,80.91934337
111,5,55,26.283443,6.520663422,watermelon,50.78669728,84.42478917
108,23,51,26.84366082,6.106500787,watermelon,40.228644,83.85039964
113,30,50,26.03967219,6.277484043,watermelon,43.87712348,83.9862443
83,10,53,24.92994759,6.195142279,watermelon,48.75859458,85.00802358
101,11,51,25.50736962,6.792035575,watermelon,44.2068997,84.24340241
114,21,55,25.4438391,6.472756256,watermelon,57.51549686,87.9392312
99,6,45,26.12588914,6.000975617,watermelon,40.71210074,86.5507939
92,20,55,25.10474753,6.587791262,watermelon,59.26519444,87.5267616
92,7,48,26.27520631,6.956508826,watermelon,54.38748495,86.63249555
91,24,55,26.27061608,6.259086583,watermelon,46.76837499,83.09194521
110,21,54,26.73690828,6.747537642,watermelon,47.46447019,87.82430156
112,25,51,25.04746944,6.932537231,watermelon,56.72496677,85.5667282
89,25,54,24.69368934,6.353107393,watermelon,48.99390828,85.56967628
100,10,53,24.54356968,6.211748957,watermelon,42.00660251,84.60808277
83,22,54,25.89762315,6.277245254,watermelon,54.49960057,81.96664832
95,14,50,26.6333118,6.560443519,watermelon,56.31866159,84.31756844
119,30,49,25.35794749,6.903020221,watermelon,47.72078245,80.45846265
97,12,47,25.28784623,6.765094964,watermelon,58.28697664,89.63667876
110,7,45,26.63838589,6.189213927,watermelon,48.32428609,84.69546874
96,18,50,25.3310446,6.904241707,watermelon,41.53218699,84.30533791
83,23,55,26.89750174,6.463271076,watermelon,43.97193745,83.89241484
120,24,47,26.98603693,6.260838965,watermelon,58.54876687,89.4138489
115,17,55,27.57826922,6.776533055,muskmelon,28.08253201,94.11878202
114,27,48,27.82054812,6.528404378,muskmelon,26.32405487,93.03555162
101,25,52,29.09910406,6.750145572,muskmelon,22.52497327,94.22237826
118,18,52,28.04943594,6.562832807,muskmelon,20.76223014,90.83130708
95,26,45,29.91690582,6.117530021,muskmelon,28.16057247,94.55695552
81,25,49,29.86895762,6.076459669,muskmelon,26.26243014,93.25103208
117,24,53,29.17220859,6.293486295,muskmelon,21.30290472,92.21405224
114,30,51,29.24908541,6.069171847,muskmelon,25.93496537,90.06998135
113,6,52,27.76317235,6.740983646,muskmelon,25.21609113,90.35567642
108,26,52,28.82629037,6.201797639,muskmelon,26.23838511,94.26765349
81,30,48,28.52379742,6.041027474,muskmelon,29.86681385,92.09688432
115,9,52,29.06785065,6.019372459,muskmelon,29.1194739,90.97685539
83,7,45,29.08417927,6.704104127,muskmelon,25.33014238,90.73891887
84,21,55,28.47090661,6.494251024,muskmelon,21.08484101,94.79453182
109,26,45,28.27973674,6.224535449,muskmelon,21.58992507,90.38971208
95,27,55,28.47212559,6.160414414,muskmelon,20.88620369,91.21322065
119,5,55,29.68846716,6.168757984,muskmelon,26.83924845,94.30111601
110,14,51,27.02415146,6.085444691,muskmelon,21.26034986,91.66737633
82,18,48,29.09588297,6.159050816,muskmelon,26.70581328,94.16748386
87,14,48,29.69238699,6.606033244,muskmelon,29.1102594,92.58862544
85,9,53,28.20619412,6.447662945,muskmelon,28.78654515,92.86798698
100,6,53,29.05248036,6.105909623,muskmelon,23.66620626,93.92217834
107,12,46,29.57240298,6.559763394,muskmelon,27.56918621,93.61870344
91,13,47,29.10968327,6.14410903,muskmelon,27.95602304,92.43510994
102,25,50,28.20480805,6.099662369,muskmelon,20.36001144,92.91440379
117,25,53,29.11858526,6.413927319,muskmelon,24.52020164,92.12543021
85,21,52,29.62800691,6.075144116,muskmelon,23.69586761,90.10051615
104,25,55,29.81196601,6.123802502,muskmelon,22.68766503,90.36881284
102,24,54,27.72338349,6.698468621,muskmelon,22.81863447,90.93897939
116,25,50,29.26092798,6.088885814,muskmelon,28.70627683,92.92367701
100,17,48,29.72791119,6.367800632,muskmelon,26.52364146,94.29753295
110,25,54,28.91105641,6.425930938,muskmelon,23.44398467,90.78413842
104,25,51,28.96361426,6.469983276,muskmelon,23.56130173,93.88482153
107,11,54,28.59052369,6.094016338,muskmelon,29.44008034,91.33617236
98,26,52,27.33897716,6.150090899,muskmelon,28.69113835,90.69759008
88,17,52,29.90415889,6.646962425,muskmelon,25.37828397,90.75284363
87,25,46,27.42711692,6.379690748,muskmelon,21.7508774,90.02696201
120,8,46,29.55657523,6.732834334,muskmelon,28.36535596,90.70937262
95,13,46,29.84070774,6.126019932,muskmelon,23.28207838,93.76312893
108,22,47,28.53545677,6.161123579,muskmelon,25.1290048,91.72742702
82,13,52,27.11535046,6.442810053,muskmelon,26.51924782,94.86907886
120,23,55,27.84492803,6.732049075,muskmelon,26.47844429,91.60666594
110,22,47,29.03157242,6.243673725,muskmelon,24.93861254,91.82172592
95,23,45,27.82424457,6.266208727,muskmelon,21.19014526,90.56698742
106,10,49,27.72653142,6.350623739,muskmelon,20.21126747,92.00687531
99,12,52,28.69708334,6.002927293,muskmelon,22.21807088,94.30759855
106,20,51,29.73019662,6.342573112,muskmelon,20.49035619,90.97015715
83,11,53,29.54097171,6.163921248,muskmelon,21.9653077,92.91778307
117,19,55,28.80311922,6.121745389,muskmelon,25.16359891,91.78336933
98,26,49,27.29035669,6.130160473,muskmelon,23.49535234,90.53330091
113,20,48,27.46583649,6.440584681,muskmelon,27.27899847,94.87679041
101,17,47,29.49401389,6.185053234,muskmelon,26.30820876,94.72981338
98,7,45,27.79161808,6.157724816,muskmelon,26.85422624,92.51054946
93,22,48,29.12533739,6.776987974,muskmelon,21.90440445,91.52291141
95,21,47,27.93114233,6.431970877,muskmelon,20.66127836,93.56161439
109,12,48,29.45771748,6.708743843,muskmelon,20.76212031,92.12534736
118,12,47,27.96872279,6.010739645,muskmelon,28.94766949,92.17444796
100,14,49,29.48882958,6.365956658,muskmelon,26.01909355,91.07574233
89,9,47,29.47156259,6.668382766,muskmelon,28.75226067,90.77069618
95,16,46,27.0767265,6.74669542,muskmelon,24.4514648,90.14362622
95,7,45,27.30008597,6.031665834,muskmelon,25.09484511,90.80015308
87,6,45,29.82729394,6.40077205,muskmelon,22.84203589,90.79007335
93,20,50,29.93061247,6.448792689,muskmelon,24.34814338,93.22980899
84,29,49,29.94349168,6.251420275,muskmelon,20.39020503,93.90741192
111,5,47,28.03306461,6.274452811,muskmelon,21.17924769,91.47355778
111,5,52,29.8843055,6.135996372,muskmelon,21.0000988,94.0371147
111,15,54,27.7058373,6.194090172,muskmelon,22.06207161,92.91185695
89,11,47,29.78714005,6.327822962,muskmelon,27.8659442,94.65343534
110,15,48,28.57819995,6.212567211,muskmelon,27.5987178,92.86597437
95,30,52,29.48069921,6.640470863,muskmelon,26.0365768,90.33698678
115,12,52,27.51492243,6.685553129,muskmelon,21.01796432,94.96218673
120,25,50,28.05457761,6.327210469,muskmelon,21.84869328,94.81637388
102,11,45,29.03167341,6.35544263,muskmelon,24.15591199,93.12603235
94,5,55,28.5854649,6.085682344,muskmelon,26.88372572,91.89216849
84,18,46,27.08808014,6.781050373,muskmelon,25.32159689,93.42402083
107,22,54,27.99611732,6.630301421,muskmelon,21.61893763,90.84660317
80,18,52,27.87317436,6.484799661,muskmelon,24.05207925,91.14849627
86,18,45,28.96586565,6.566759102,muskmelon,22.25838137,90.71832938
113,28,48,28.87726019,6.170520518,muskmelon,24.44267592,92.48839665
115,18,53,29.17052093,6.012480351,muskmelon,22.06994464,94.19790371
82,20,54,29.34033587,6.541150335,muskmelon,21.44532907,90.01506395
98,22,47,29.07265321,6.341400922,muskmelon,28.83568362,91.91533173
117,25,54,28.68275966,6.150686364,muskmelon,29.11187663,92.50969311
83,15,49,28.92705913,6.438008153,muskmelon,23.20076686,91.39356832
120,16,51,27.99901833,6.547041903,muskmelon,23.28618248,91.64193051
111,5,50,27.59350075,6.399891457,muskmelon,24.84266123,91.79742953
85,21,47,29.87331077,6.186770318,muskmelon,24.69720481,90.60932469
90,23,54,28.55852465,6.159020864,muskmelon,27.26588346,90.45773041
99,29,55,29.19378695,6.660954816,muskmelon,26.48240255,91.46241065
102,11,47,27.98780984,6.504906979,muskmelon,27.14509034,92.78226196
80,18,51,28.05380704,6.706053225,muskmelon,20.76582087,91.81758779
87,21,52,27.3506296,6.067665498,muskmelon,27.21244021,94.2911951
114,8,52,29.34081108,6.419083092,muskmelon,28.22908103,94.5513539
99,6,46,28.61475136,6.39637861,muskmelon,28.98574189,94.22253035
89,25,50,27.04863538,6.375923383,muskmelon,25.08146686,91.34685096
96,13,55,29.5275305,6.700337732,muskmelon,21.13545688,94.57459443
82,26,47,28.50416396,6.565312653,muskmelon,24.20007242,93.46806467
106,21,52,28.89578588,6.286515359,muskmelon,23.0362503,94.78993038
90,15,52,27.04927452,6.448061578,muskmelon,23.65747461,91.3821731
106,16,54,28.96017885,6.585872508,muskmelon,24.7458198,91.69532178
24,128,196,22.75088787,5.521466996,apple,110.4317855,90.69489172
7,144,197,23.8494014,6.133220586,apple,114.0512495,94.34814995
14,128,205,22.60800988,6.226289556,apple,116.0396587,94.58900601
8,120,201,21.18667419,6.321152192,apple,122.233323,91.13435689
20,129,201,23.41044706,5.587905967,apple,116.0777931,91.69913296
32,137,204,22.86006627,5.824151693,apple,117.7296726,93.12859895
27,139,205,22.48403042,5.772179946,apple,105.5473627,93.40819246
0,123,205,22.02775403,5.790993052,apple,121.1349176,92.96129462
22,144,196,21.91191314,6.499226821,apple,117.0761277,91.68748063
1,124,199,23.71059131,5.658473817,apple,112.6676589,93.27392415
30,122,197,21.37784654,5.573241391,apple,106.1417017,92.72043743
29,121,196,22.84852833,6.079497202,apple,123.5977843,94.32130209
13,126,204,23.1094265,6.383180271,apple,108.183792,92.79630809
9,139,199,23.25230817,5.867420996,apple,105.3558408,94.54128292
0,133,200,23.67287749,5.708418722,apple,104.2298028,90.4935574
30,143,199,23.76881552,5.7983508,apple,102.2648546,90.59810302
36,140,198,23.34386401,6.28188384,apple,104.4267991,91.47684705
37,137,199,22.63946441,5.697945522,apple,108.3405879,90.18451645
33,121,203,22.45696744,5.605934087,apple,114.8407725,94.76285385
7,144,195,22.96388477,5.85648105,apple,104.6472986,93.58065995
35,128,205,21.07273439,6.041053829,apple,107.8737015,93.56585985
29,128,198,22.44075021,5.685062404,apple,121.4977331,92.70785115
2,143,196,22.71271308,5.669489065,apple,109.8852597,90.45261746
34,140,198,21.70416965,5.751707342,apple,115.1781396,93.44006288
29,144,204,22.43324518,5.800448951,apple,119.1025189,92.48667725
32,141,203,21.25941052,5.821347769,apple,109.0658471,92.84416234
13,144,197,22.9215706,6.28022267,apple,105.6941544,94.89613443
25,143,198,22.81212536,6.027314401,apple,107.855225,91.51861705
9,137,200,21.12152071,5.636687393,apple,102.8017203,90.6878768
6,144,198,21.11478672,5.559363609,apple,104.5086618,90.31528693
37,126,196,23.59997268,5.596449493,apple,107.1728191,90.97597665
2,120,203,23.12652652,5.893492999,apple,108.6211833,94.71203306
11,143,197,22.98458907,5.875718516,apple,122.1952483,93.3204487
10,141,201,22.12659387,6.386021424,apple,104.5412275,90.97818277
24,142,202,22.53779727,5.710819862,apple,101.8474768,91.48135786
23,138,195,22.49095104,5.795985716,apple,124.3915101,91.70292746
18,125,204,22.35548159,6.046673619,apple,116.7366261,94.47811755
13,121,196,22.20700989,6.443382913,apple,120.1593771,93.50574163
26,122,202,22.44516988,5.617227184,apple,107.1843273,94.73763514
28,123,202,22.76643029,6.442289294,apple,120.4359949,92.12438519
26,121,201,22.19109412,6.162034371,apple,112.3126628,90.02575116
21,137,196,23.6119202,5.812781806,apple,123.5900822,91.70293849
21,135,198,23.86087054,5.765015126,apple,105.0241329,94.92048112
5,144,205,21.42177231,6.184922574,apple,102.8045658,92.62665309
2,123,205,22.36629253,5.739652177,apple,124.9831618,90.78572467
15,133,199,23.99686172,5.824778636,apple,117.6102915,91.61001707
31,130,198,21.80129837,5.554823557,apple,120.0586671,92.73446667
25,143,200,23.80436344,6.024248787,apple,100.6192543,92.80441624
16,143,204,23.71475278,5.631333387,apple,121.8961665,91.53331177
19,122,202,23.34467359,5.811975094,apple,112.8954016,90.37981478
10,125,196,22.31253665,5.730557448,apple,113.0688155,90.03577124
20,139,202,23.50201428,5.66999105,apple,107.9868949,92.21083961
28,123,198,23.46260321,5.682751473,apple,111.7763395,91.45665004
28,136,200,23.06204373,6.245858905,apple,114.7399101,92.39544055
2,131,199,22.47420512,6.017370134,apple,124.2179699,91.22759742
2,140,197,22.69780133,5.53456749,apple,105.0508234,92.82223419
27,138,201,23.66682067,5.952367662,apple,105.4004751,93.90191078
30,127,204,22.50050273,6.126436584,apple,100.9343903,92.45878335
32,145,203,23.83053666,6.406818518,apple,109.5966791,90.84422164
29,139,205,23.64142354,6.155939453,apple,116.6912176,93.74461474
26,126,195,21.41363812,5.878568981,apple,118.3979065,92.99124545
40,136,202,22.85267372,5.935336308,apple,117.5314026,94.5764581
6,124,200,22.98208095,5.971332179,apple,109.5852253,93.84505029
35,138,200,21.19909519,5.67130617,apple,103.6838922,90.80819418
17,136,196,23.87192332,5.882155988,apple,103.0548094,90.49939035
33,134,205,21.0365275,6.08551916,apple,114.7412734,94.33919546
16,143,197,22.61711614,5.90402645,apple,116.9256766,93.51978375
27,120,200,21.45278675,6.110218826,apple,116.7036582,90.74531921
29,145,205,22.81227579,6.212302608,apple,109.3383552,92.12992101
3,141,197,21.98141856,6.142803397,apple,115.4789148,91.12719303
15,123,204,22.52709326,6.365972688,apple,115.3830068,92.54780429
5,136,195,22.35628673,6.264202804,apple,107.7697413,91.92360477
10,136,204,21.19852186,6.276198595,apple,105.8554351,92.15595143
7,141,195,23.8812458,5.514253142,apple,104.9116663,93.45067555
2,129,201,22.78234161,5.682343744,apple,122.1449949,94.36803516
29,138,197,22.19055385,5.830892252,apple,121.6622761,92.43764169
30,137,200,22.91430043,5.603413172,apple,118.6044645,90.70475565
29,132,204,23.08950736,6.0967531,apple,108.2166601,90.22507299
14,139,197,21.72484506,6.056529526,apple,121.6961761,92.83975602
18,125,203,22.44307715,6.160267496,apple,102.5565807,91.59234006
33,143,204,21.1316077,5.814434775,apple,122.5391946,91.95769858
40,144,196,22.71750705,5.987262638,apple,107.0289866,92.25479855
9,143,197,23.75033085,5.570020684,apple,117.6602827,92.88160462
38,135,203,23.76121837,5.965551311,apple,100.825956,93.661643
28,130,196,22.13450646,6.062356467,apple,112.9203223,94.67695747
35,142,203,21.17089176,5.895319002,apple,123.6495149,90.23730166
12,129,205,22.36238282,6.119432215,apple,118.6832725,91.15761594
1,135,203,22.77856513,5.624203283,apple,113.7759219,92.70124029
0,145,205,21.22503442,5.52078314,apple,113.9760462,90.09877774
31,121,201,23.15791104,5.731535258,apple,110.712841,90.34396882
35,131,203,22.42776057,5.893490899,apple,102.7230739,93.91722423
29,140,195,23.64082979,5.560521058,apple,116.7431319,90.95257927
33,138,198,22.29423493,6.222390798,apple,122.7418744,90.69033986
14,140,197,23.35225078,6.071255131,apple,113.0381382,90.90054697
35,145,195,22.03911546,6.231950009,apple,110.9804014,94.58075845
40,120,197,23.80593812,5.889480679,apple,119.6335548,92.48879468
25,132,198,22.31944084,5.732757516,apple,100.1173443,90.85174383
31,137,196,22.14464104,6.400321212,apple,120.6310784,93.82567435
36,144,196,23.65167552,6.496934492,apple,115.3611268,94.50528753
10,140,197,22.16939473,6.229498836,apple,124.4683112,90.27185592
22,30,12,15.78144173,6.354006744,orange,119.035002,92.51077745
37,6,13,26.03097313,7.511755068,orange,101.2847738,91.50819306
27,13,6,13.36050601,7.335158382,orange,111.2266885,91.35608208
7,16,9,18.87957654,7.813916603,orange,114.6659511,92.04304496
20,7,9,29.47741671,7.129136941,orange,111.1727497,91.57802915
26,27,10,28.06903173,6.079998496,orange,114.1339416,92.91487288
5,23,15,25.66901098,7.408939392,orange,112.5424199,92.04670813
0,18,14,29.77149434,7.207991261,orange,114.4161786,92.00719952
